status_id,status_message,link_name,status_type,status_link,status_published,num_likes,first_page_comment,comments_beyond_pageone,num_comments,num_shares
278833668796523_1092476260765589,"Today's modern patriot are the ""army people"" who live for their country and die for it too. These are the people who stays away from their own families to save our lives and its only because of them that we sleep safe in our homes because we know that someone is awake and protecting Today's modern patriot are the ""army people"" who live for their country and die for it too. These are the people who stays away from their own families to save our lives and its only because of them that we sleep safe in our homes because we know that someone is awake and protecting us.
Therefore a big salute to the Indian army. And therefore for me they are the true heroes and also #AcerModernDayPa
triot .
Well the feature of
Acer which they
represent is
strongness- as all the Ace",,status,,1/27/2016 7:49,0,0,0,,
278833668796523_1092314907448391,Here’s your last chance to participate in the contest. Send us your answers today. Contest closes at 11PM today! But the offers continue endlessly. To know more http://bit.ly/1Rjqeqo,Timeline Photos,photo,https://www.facebook.com/acerindia/photos/a.281637335182823.79672.278833668796523/1092314907448391/?type=3,1/27/2016 0:30,81,16,19,,
278833668796523_963117157113186,"I am using Acer Aspire E 15(machine S/N: E5-511-P58T), I reset Windows 8.1(64 bit) and all driver softwares are installed, but NVIDIA graphic driver is not installing. NVIDIA graphic driver software is downloaded from Acer driver official website
http://www.acer.com/ac/en/US/content/drivers
When I run this software, then it is showing ""installer can not continue"", but I reset Windows 8.1, so it is a fresh install. I tried many ways to install this, but I have no success solution, please help me in this case.",,photo,https://www.facebook.com/photo.php?fbid=963117157113186&set=o.278833668796523&type=3,1/26/2016 23:40,0,1,0,,
278833668796523_601920516622518,"#AcerDoYourBit iam doing my bit like doing swaach bharath and goung for STARTUPS ....as shown in poster ...which i made iam doing my best ....This Republic day, iam doing my bit with ACER LAPTOP .... first is the Education system...many people still in India have no money to send their children to school ...and their are evn rich who spend lakhs to send their kids to primary school...WITH ACER LAPTOPS ...education can be made free by lan connections, online tutorials, CD backs ups and even preloaded education software...EVERYONE HAS THE RIGHT TO learn and develop so this happens WHEN FREE EDUCATION flows in ...this education indeed boosts up the employment factor....2) so secondly i would like to change with ACER laptop is once a person gets educated he/she searches for job to stand on his/her own legs ...with Acer India LAPTOPS one with online search go for jobs ..and for those who can also go for online jobs, medical transciptions ...work from home....and earn some pocket money....some ENERGTIC youth can also think of setting up their online store, go for STARTUPS or else APPS ....do sharemarkets bussiness etc....so one can work from the comfort of home and earn some income with Acer India Laptops...3) then last but not the least ...once when individuals invent APPS ...which can be utilised in many ways like creating a safe and protection APP for women, harrassement, domestic violence and against rapes ....not only these an APP could also be invented for SENIOR CITIZENS for their services...as they cant move out of house,pay medical bills, health issues....and many more services can be invented ....SO i would like to clarify THAT CHANGE IN EDUCATION SYSTEM WITH Acer India LAPTOPS INDIRECTLY BOOSTS UP FREE EDUCATION....EMPOWERS EMPLYOMENT...AND ALSO GIVES AN OPPURTUNITY TO INNOVATE THINKING ...AND COME UP WITH EXCELLENT IDEAS...which can change their lives ...THIS IS ALL POSSIBLE WITH Acer India LAPTOP ONLY.....",,photo,https://www.facebook.com/photo.php?fbid=601920516622518&set=o.278833668796523&type=3,1/26/2016 9:31,0,0,0,,
278833668796523_1091927717487110,Acer z 150 software problem,,status,,1/26/2016 7:14,0,1,0,,
278833668796523_1091926940820521,"#AcerModernDayPatriot

Being a patriot according to me is loving your country so much it gives you goosebumps. Loving your country so much you want to cry. You don't have to be famous, you don't have to be a soldier, you don't have to be old and wise. Giving your heart to your country is what it's all about. So any citizen of a country who just loves their country with all of his/her heart, and defend it till he/she dies are the ultimate modern patriot. They can adapt to any situation just like the Aspire R 11, a compact convertible notebook that can adapt to any environment. Whether you’re at home or in a crowded subway car during rush hour, it gives you four distinct modes to choose from - Notebook, Display, Tent or Pad – giving you the flexibility to use it comfortably anywhere.

Happy #RepublicDay to #AcerIndia and to all :)",,status,,1/26/2016 7:11,0,0,0,,
278833668796523_1091923757487506,"#AcerModernDayPatriot
According to me actor ""Akshay kumar"" is a modern day patriot,because he is the person who donates the maximum amount of money at places where it is needed,for eg. he donated 20 crore for Uttarakhand flood, 1 crore for chennai flood, 90 lakh for drought-hit maharashtra farmers, and many more,but he does not shows off or ever talks about it in any event. And the movies which he is doing are also patriotic...such as Airlift,Gabbar,Baby...and i hope that he keeps on doing such patriotic movieAccording to me actor ""Akshay kumar"" is a modern day patriot,because he is the person who donates the maximum amount of money at places where it is needed,for eg. he donated 20 crore for Uttarakhand flood, 1 crore for chennai flood, 90 lakh for drought-hit maharashtra farmers, and many more,but he does not shows off or ever talks about it in any event. And the movies which he is doing are also patriotic...such as Airlift,Gabbar,Baby...and i hope that he keeps on doing such patriotic movies.
And the feature which he represents of Acer is Style and good battery life, because he has perfect style and a mindblowing stamina.
Therefore for me Akshay Kumar is the modern patriot. :-)",,status,,1/26/2016 6:59,0,0,0,,
278833668796523_1091822037497678,Don't forget to read the terms and conditions before participating in the #AcerModernDayPatriot contest http://on.fb.me/1PNuvjj,"""#AcerModernDayPatriot"" Contest T&C",link,http://on.fb.me/1PNuvjj,1/26/2016 1:35,88,13,8,,
278833668796523_1091816107498271,Dig deep and bring out the love for your country today. Tell us who you think is a modern day patriot and which Acer feature does he represent. Lucky winners stand a chance to win prizes.  Check out our offers at http://bit.ly/1Rjqeqo,Timeline Photos,photo,https://www.facebook.com/acerindia/photos/a.281637335182823.79672.278833668796523/1091816107498271/?type=3,1/26/2016 1:30,93,34,26,,
278833668796523_1091778677502014,"On this special day, let’s join hands to celebrate togetherness. The Acer family wishes everyone a Happy Republic Day and brings you exciting offers across the range Acer notebooks.",Timeline Photos,photo,https://www.facebook.com/acerindia/photos/a.281637335182823.79672.278833668796523/1091778677502014/?type=3,1/25/2016 23:30,66,13,7,,
278833668796523_964084663683678,"#AcerModernDayPatriot Lance Naik Mohan Nath Goswami A true patriot  Standing out for his toughness in an elite unit, an Indian army commando proved his mettle with three consecutive, anti-terrorist missions in the Kashmir Valley in which he gunned down 10 militants and captured one before laying down his life ""Lance Naik Mohan Nath Goswami, a Special Forces Commando of the Indian Army has created a unique history of valour and dedication to duty by eliminating 10 terrorists in 11 days before laying down his life in service of the nation in Kashmir Valley,”",,photo,https://www.facebook.com/photo.php?fbid=964084663683678&set=o.278833668796523&type=3,1/25/2016 16:13,3,0,0,,
278833668796523_964058277019650,"#AcerModernDayPatriot
""Do not come up, I will handle them""
These were the last words of major Sandeep Unnikrishnan who was martyred on November 28, in 2008, while fighting the terrorists in the 2008 Mumbai terror attacks, he rescued 14 hostages before being hit in the back and succumbing to his injuries. Not only should every Indian know his name but also know the life of this martyr who died for his countrymen.He is true Modern Brave Patriotic Soul who dedicated his life for his country #Salute",,photo,https://www.facebook.com/photo.php?fbid=964058277019650&set=o.278833668796523&type=3,1/25/2016 15:18,4,0,0,,
278833668796523_963977920361019,"#AcerModernDayPatriot
According to me every Indian's inspiration Avul Pakir Jainulabdeen Abdul Kalam or more popularly known as APJ Abdul Kalam is one of Modern patriot & the most influential Souls of India. This former president of India is a lot more than just a political figure. He is a scientist, thinker and a youth icon. Undoubtedly he is in true sense “the missile man” of India.
He was the Chief Scientific Adviser to Defence Minister and Secretary, Department of Defence Research & Development (July 1992 to December 1999). Pokhran-2 nuclear tests were conducted under his leadership.
he played major role in the development of India’s first indigenous Satellite Launch Vehicle (SLV-III)
The Government of India has honoured him with the nation’s highest civilian honours: the Padma Bhushan (1981), Padma Vibhushan (1990) and the Bharat Ratna (1997) for his contribution in ISRO and DRDO and his role as a scientific advisor to the Government of India
APJ Abdul Kalam has left behind him a legacy of self-confidence and determination that, despite its shortcomings and ailing poverty, India can stand up face-to-face with the rest of world powers, be it in the terms of development, science and technology, education or any other field.",,photo,https://www.facebook.com/photo.php?fbid=963977920361019&set=o.278833668796523&type=3,1/25/2016 12:50,1,0,1,,
278833668796523_1091502780862937,I think is All Military Force who saves our lives and also our PM are Modern day Patriot. (y)  -_-_-_- #AcerModernDayPatriot-_-_-_-,,status,,1/25/2016 10:30,1,0,0,,
278833668796523_1091483640864851,"“#AcerModernDayPatriot"" Contest T&C",,status,,1/25/2016 9:41,62,13,14,,
278833668796523_1091449124201636,"On the occasion of the upcoming Republic Day, gear up for a fun patriotic contest! Do check out Acer’s exciting offers http://bit.ly/1Rjqeqo",Timeline Photos,photo,https://www.facebook.com/acerindia/photos/a.281637335182823.79672.278833668796523/1091449124201636/?type=3,1/25/2016 8:14,57,14,9,,
278833668796523_1091038320909383,"#AcerDoYourBit As a  responsible citizen of our  country, I will help the poor beggars to be success and fulfil their dreams whatever they want to be. Because our dreams is not bigger than there dreams So it's the time to do something unique for your country and develop the country you never seen before.
                          My school life I am join NSS and the environment and trees save camp and clean village .and I am door to door polio camp of children .and NSS is very useful of social society and teaching camp of village children motivated to education.
 I love India and I proud to I am Indian.
My dream is also useful of people and right guidens to guest.all Indian I loved and my aim is unity is man power .
#AcerDoYourBit
#Contest.",,status,,1/24/2016 11:55,1,0,1,,
278833668796523_1090967527583129,India iz great but we need to understand the farmers problem deeply and trying improve his problem for better life bcoz he iz the person to provide the foods....,,status,,1/24/2016 8:54,0,0,0,,
278833668796523_1090792437600638,Proud of what you’ve done for this country? Then share your stories today! The contest closes today at 11.55 PM. Here’s your last chance to participate in the #AcerDoYourBit contest! Also check out our range of offers http://bit.ly/1Rjqeqo,Timeline Photos,photo,https://www.facebook.com/acerindia/photos/a.281637335182823.79672.278833668796523/1090792437600638/?type=3,1/23/2016 23:30,71,40,36,,
278833668796523_1090765817603300,"#AcerDoYourBit
Today everyone wants
to contribute
something for the
betterment of our
country and so do I.
Well somethings which i
do to make my country
better is: 
1) Using eco
friendly products,because
nowdays pollution is
touching the peak and
to maintain a healthy
environment its very
much important that
you take measures to
control pollution. 2) control pollution. 2) I'm
a very confident and a
positive minded person
and therefore i share
the ideas of growth
with my friends and
several people outsidseveral people outside
too. 
3) I do not believe
in Fights and therefore i
do not ever get in
them, and if i see other
people fighting, then i
always try to resolve
conflict. 
4) I go into various
competitions in
different colleges as im
a student and there i
promote the thought
that "" U should learn
foreign culture but
should never forget
your Indian culture"", and
i think that it creates a
lot of impact on the
mentality of the
students. 
5) Actualy i want to go into the film industry and want to become an actor in future...and i would like to do films which have a social impact on the people and which has a very patriotic feeling, and i guess that this will help in increasing the Love for our country among the people,because today mostly people are learning from
films,serials,etc. 
7) I believe in safety of
women because
without them there is
no future,and only if
there's women there's
life, and i assure that
no one insults or harms
a women atleast in
front of me. 
8) And the
last thing being a
student im
concentrating on my
studies because i
believe that a countries
betterment also
depends on the literacy
rate...and the more
literate people
country,the more
developed country it is
considered. So this is
what im doing to keep
my India a better place.
And love you Acer for
giving this topic and
making people aware
about what are they
doing for their country.
Thank You. Jai
Hind !!",,status,,1/23/2016 21:55,0,0,0,,
278833668796523_1090716684274880,"#AcerDoYourBit
According to me the status of a country depends upon the people who stays in it, and therefore if we want to make our country a better place, so first we ourselves should become better. And if i talk about me, so things which i do to make my country a better place are that, I treat each and everyone as equal, love all the religions and also respect them. I also tell many people to do the same, because equality removes all the feelings of hatred,jealousy and anger from the people. 
I support the ""Safety of Women"" because i think it is a very important aspect in today's world, because today at many places women are getting assaulted and treated badly, which is very much wrong and im totaly against the people who do such things. 
I am also a follower of Swach Bharat, and therefore i try my level best to keep my surrounding environment clean and also suggest others to do the same. 
I also give speeches in various functions or programe's which are held in our society or elsewhere, in which i tell people about how they can develop their nation, and can tell proudly that yes we have contributed to the success of our country.
Im a teacher and therefore i teach students and also do motivate them, because they are the future of our country and therefore they need to be trained well to face this world.  And to succeed in life, i work hard because i think that my success also contributes to the success of my country,and this is what which i want. And like each and every Indian,even i want to see my country, at the top of the world.   
Love You India with my whole heart <3",,status,,1/23/2016 19:13,0,0,0,,
278833668796523_1090560630957152,"All world is big and huge country of world but India is best country of world is my opinion. I love India.I am proud to I am Indian on this republic Day,
As a responsible citizen of our country.I vote to education of India.and beeter education and high level of education and my dream is poor students help to economic support and education guidens to successful life and proud of students and education some students are very clever but not right guidens and students are not success. my dram to motivated to students and unity is main power of India.
#AcerDoYourBit.",,status,,1/23/2016 11:40,0,0,0,,
278833668796523_1090483467631535,Celebrate Republic Day with  Acer & its offers are set to make it a special day. Know More http://bit.ly/1Rjqeqo,Timeline Photos,photo,https://www.facebook.com/acerindia/photos/a.281637335182823.79672.278833668796523/1090483467631535/?type=3,1/23/2016 8:30,56,6,12,,
278833668796523_1090427394303809,"#AcerDoYourBit As a
responsible citizen of our
country, i vote to form a good
governance in every elections.",,status,,1/23/2016 5:22,0,0,0,,
278833668796523_1090415317638350,Don't forget to read the Terms and Conditions before participating in the #contest  #AcerDoYourBit http://on.fb.me/1nr9x3F,,status,,1/23/2016 4:35,40,20,4,,
278833668796523_1090414397638442,"On our 67th Republic Day, ask yourself – Did you #AcerDoYourBit for the country? Tell us what you are doing to make our country a better place? Best answers win Acer goodies. To know more about the offers click now - http://bit.ly/1Rjqeqo",Timeline Photos,photo,https://www.facebook.com/acerindia/photos/a.281637335182823.79672.278833668796523/1090414397638442/?type=3,1/23/2016 4:30,137,144,104,,
278833668796523_1090358627644019,I've made India a better place by avoiding the tolerance/intolerance debate because we all are very much safe and happy with peace and brotherhood. #AcerDoYourBit,,status,,1/23/2016 1:00,0,0,0,,
278833668796523_1090337450979470,On the occasion of our upcoming republic day gear up for a thought-provoking contest! #ContestAlert. Don’t forget to check out our range of offers. http://bit.ly/1Rjqeqo,Timeline Photos,photo,https://www.facebook.com/acerindia/photos/a.281637335182823.79672.278833668796523/1090337450979470/?type=3,1/22/2016 23:56,52,17,13,,
278833668796523_1089829544363594,The Liquid Z630S is packed with creative features to better your experience. The Acer LumiFlex technology is content and environment aware and gives live image optimization for clear view anytime! Get it at Flipkart,Timeline Photos,photo,https://www.facebook.com/acerindia/photos/a.281637335182823.79672.278833668796523/1089829544363594/?type=3,1/22/2016 0:28,28,0,0,,
278833668796523_1089424157737466,Don’t miss the amazing deals on Amazon India  Great Indian Sale across the range of Acer products including Aspire E5 & Acer One S1002. Click here:  http://amzn.to/1nA1Sja,Timeline Photos,photo,https://www.facebook.com/acerindia/photos/a.281637335182823.79672.278833668796523/1089424157737466/?type=3,1/21/2016 8:39,29,1,3,,
278833668796523_1089342924412256,Best price ever on the stylish convertible Acer One S1001. Only on Flipkart  Republic Day Sale. Also get minimum Rs.1000/- off on a wide range of Acer Notebooks. Offer valid only till tomorrow!. Click here: http://bit.ly/1Udpgxb,Timeline Photos,photo,https://www.facebook.com/acerindia/photos/a.281637335182823.79672.278833668796523/1089342924412256/?type=3,1/21/2016 4:33,27,0,2,,
278833668796523_1088860251127190,Exciting EMI options starting as low as 2499 /- onwards will grant you your wish of getting the Aspire F5 so that you can reel in its stunning features! http://bit.ly/1Rjqeqo,Timeline Photos,photo,https://www.facebook.com/acerindia/photos/a.281637335182823.79672.278833668796523/1088860251127190/?type=3,1/20/2016 5:57,28,0,2,,
278833668796523_1088321951181020,"The Acer Aspire E5-573G is now available for just Rs.31,990/- after 20% discount on Paytm. Additionally, you can also get up to 25% Cashback. Hurry! Click here: http://bit.ly/1S1DoKK",Timeline Photos,photo,https://www.facebook.com/acerindia/photos/a.281637335182823.79672.278833668796523/1088321951181020/?type=3,1/19/2016 6:35,32,3,1,,
278833668796523_1088304084516140,"Pay Rs.1499/- and get FREE JBL GO speakers, 1 year ADP and 2 year extended warranty on your next Acer laptop Powered by Intel® Core™ Processor. Know more   http://bit.ly/1Rjqeqo",Timeline Photos,photo,https://www.facebook.com/acerindia/photos/a.281637335182823.79672.278833668796523/1088304084516140/?type=3,1/19/2016 5:30,24,2,3,,
278833668796523_1088222971190918,"Be the party-starter with just a phone in your hand! The Liquid Z630S boasts of DTS Studio Sound which lets you enjoy bigger sound field, higher vocal clarity and spacious wide effect! Now get a cool 10% discount on Liquid Z630S and Liquid Z530 smartphones when using your credit/debit card on Flipkart  Mobile App. Hurry, offer ends today! http://bit.ly/1kUxqze",Timeline Photos,photo,https://www.facebook.com/acerindia/photos/a.281637335182823.79672.278833668796523/1088222971190918/?type=3,1/19/2016 0:30,18,0,2,,
278833668796523_1087867394559809,how to update graphic drivers for acer aspire notebook,,status,,1/18/2016 9:10,0,1,0,,
278833668796523_1087805971232618,I want job,,status,,1/18/2016 6:00,0,0,0,,
278833668796523_1087797621233453,Go crazy over the Acer SnapHinge technology that transforms your Switch 10E into different modes! Pay Rs. 1499/- and get 1 year ADP and 2 years extended warranty with the amazing offers! http://bit.ly/1Rjqeqo,Timeline Photos,photo,https://www.facebook.com/acerindia/photos/a.281637335182823.79672.278833668796523/1087797621233453/?type=3,1/18/2016 5:30,18,1,1,,
278833668796523_1087761784570370,"The Liquid Z630S is the dream for all selfie-lovers! With Bright Magic in selfie mode, you can get your own flash under low light for all those late night selfies. Avail 10% discount on Liquid Z630S and Liquid Z530 smartphones when using your credit/debit card Flipkart Mobile App. Offer valid till 19th January. Hurry! http://bit.ly/1kUxqze.",Timeline Photos,photo,https://www.facebook.com/acerindia/photos/a.281637335182823.79672.278833668796523/1087761784570370/?type=3,1/18/2016 2:50,23,0,2,,
278833668796523_455489364657731,I want to job,,photo,https://www.facebook.com/photo.php?fbid=455489364657731&set=o.278833668796523&type=3,1/17/2016 9:10,0,0,0,,
278833668796523_1087207214625827,"The Aspire F5 Powered by Intel® Core™ processor is packed with features! Be it the precision touchpad, Acer BlueLight Shield, Full HD Display or its refined form. Grab it today to avail the offers and get an antivirus pack free for 1 year! http://bit.ly/1Rjqeqo",Timeline Photos,photo,https://www.facebook.com/acerindia/photos/a.281637335182823.79672.278833668796523/1087207214625827/?type=3,1/17/2016 5:30,24,1,2,,
278833668796523_1086660554680493,A 15.6 inch Full HD Display with Nvidia graphics will be enough to make you fall in love! Get amazing offers and easy EMI options on the Aspire F5 Powered by Intel® Core™ Processors. http://bit.ly/1Rjqeqo,Timeline Photos,photo,https://www.facebook.com/acerindia/photos/a.281637335182823.79672.278833668796523/1086660554680493/?type=3,1/16/2016 5:30,26,3,0,,
278833668796523_1086569471356268,"2016 is your lucky year. How, you ask? Acer is making it all happen! Avail 10% discount on Liquid Z630S and Liquid Z530 smartphones when using your credit/debit card on Flipkart Mobile App. Offer valid till 19th January. Hurry! http://bit.ly/1kUxqze",Timeline Photos,photo,https://www.facebook.com/acerindia/photos/a.281637335182823.79672.278833668796523/1086569471356268/?type=3,1/16/2016 0:30,14,1,0,,
278833668796523_1086256314720917,"please your 3gb/4gb/5gb Ram 32gb/64gb/128gb Rom 5.5/6 inch FULL HD,QHD,2K,4K Display finger print, Intel processor, FDD TDD joined 4G LTE  smartphone launched me this year please your company i ilked (e.g your compited ASUS equlant launched me)",,status,,1/15/2016 10:51,0,0,0,,
278833668796523_1086256211387594,"please your 3gb/4gb/5gb Ram 32gb/64gb/128gb Rom 5.5/6 inch FULL HD,QHD,2K,4K Display finger print, Intel processor, FDD TDD joined 4G LTE  smartphone launched me this year please your company i ilked (e.g your compited ASUS equlant launched me)",,status,,1/15/2016 10:50,0,0,0,,
278833668796523_1086256124720936,"please your 3gb/4gb/5gb Ram 32gb/64gb/128gb Rom 5.5/6 inch FULL HD,QHD,2K,4K Display finger print, Intel processor, FDD TDD joined 4G LTE  smartphone launched me this year please your company i ilked (e.g your compited ASUS equlant launched me)",,status,,1/15/2016 10:50,0,0,0,,
278833668796523_1086254401387775,"please your 3gb/4gb/5gb Ram 32gb/64gb/128gb Rom 5.5/6 inch FULL HD,QHD,2K,4K Display finger print, Intel prosasore smartphone",,status,,1/15/2016 10:46,0,0,0,,
278833668796523_1086140811399134,"You heard it right. Now get a cool 10% discount on Liquid Z630S and Liquid Z530 smartphones when using your credit/debit card on Flipkart Mobile App. Hurry, offer valid only till 19th January! http://bit.ly/1kUxqze",Timeline Photos,photo,https://www.facebook.com/acerindia/photos/a.281637335182823.79672.278833668796523/1086140811399134/?type=3,1/15/2016 7:15,15,0,0,,
278833668796523_1086073044739244,"The Acer Aspire F5 with its Full HD display, Powered by Intel® Core™ Processors, and 8GB RAM is the perfect work buddy you need. And now it’s easier to get one with attractive EMI options! Find it at http://bit.ly/1Rjqeqo",Timeline Photos,photo,https://www.facebook.com/acerindia/photos/a.281637335182823.79672.278833668796523/1086073044739244/?type=3,1/15/2016 3:30,16,0,0,,
278833668796523_1086015588078323,The Acer family extends its warm wishes to you for the new harvest season of #MakarSankranti & #Pongal! May this be the start of all good things for you in this New Year!,Timeline Photos,photo,https://www.facebook.com/acerindia/photos/a.281637335182823.79672.278833668796523/1086015588078323/?type=3,1/15/2016 0:00,17,1,2,,
278833668796523_1085603184786230,"Swoon over Acer Aspire laptops Powered by Intel® Core™ Processors and the abundant offers. Get free JBL Go Bluetooth speakers, 1 year Unistall antivirus pack, extended warranty and so much more. Get your hands on one today at  http://bit.ly/1Rjqeqo",Timeline Photos,photo,https://www.facebook.com/acerindia/photos/a.281637335182823.79672.278833668796523/1085603184786230/?type=3,1/14/2016 6:15,8,0,1,,
278833668796523_1085490044797544,"Ever heard of talking photos? With Acer’s Liquid Z630S you can now capture a photo with 10 second voice recording. Just to make sure you don’t miss out on anything! Available for just Rs.10,999/- Get it now Flipkart http://bit.ly/1kUxqze",Timeline Photos,photo,https://www.facebook.com/acerindia/photos/a.281637335182823.79672.278833668796523/1085490044797544/?type=3,1/14/2016 0:30,11,0,0,,
278833668796523_1085049371508278,The New Year is already looking good with these surprise offers! Avail 10% discount on Acer smart phones; Z630S and Z530 for transactions using any credit or debit card on Flipkart Mobile App from 13th – 19th Jan! http://bit.ly/1kUxqze,Timeline Photos,photo,https://www.facebook.com/acerindia/photos/a.281637335182823.79672.278833668796523/1085049371508278/?type=3,1/13/2016 6:50,15,2,0,,
278833668796523_1085023998177482,"Flip the Aspire R11’s screen all the way around to adapt to 4 different modes; pad, tent, notebook or display. The Acer Touch Tools help you in easy sharing with the precision touch pad. Get it today at http://bit.ly/1Rjqeqo",Timeline Photos,photo,https://www.facebook.com/acerindia/photos/a.281637335182823.79672.278833668796523/1085023998177482/?type=3,1/13/2016 5:30,8,1,0,,
278833668796523_1084952548184627,"I was trying to reach Acer Australia, but apparently the internet and the phone both redirect to India. I have just spent the better part of the last 3 days on the phone to Acer trying to update our laptops. Apparently due to the hardware and software that Acer uses we are unable to access Windows 10, I would've thought that it would be standard to put in good quality hardware into laptops so that they all would run well over the years, apparently not, and so with the basic systems I will need to attempt to keep running windows 7. BUT after 2 complete computer resets, and reinstalling Windows I can no longer connect to the internet and NOW Acer is trying to tell me they want me to send in the laptops, which previously worked, as the wireless feature is not working? THIS is supposed to be my doing? Have you updated your software? Is this all just a ruse to get me to buy more Acer laptops? Well I am in need of 2 more laptops for my children for school. And I can tell you Acer will not get my money. I am most disappointed.",,status,,1/13/2016 2:08,0,1,0,,
278833668796523_1084490534897495,"The Aspire V Nitro will make you go #OhTeri over its superb style, immense power and 4K Ultra HD Display. Grab one today to get free JBL Go Bluetooth speakers with the #OhTeri offers! http://bit.ly/1Rjqeqo",Timeline Photos,photo,https://www.facebook.com/acerindia/photos/a.281637335182823.79672.278833668796523/1084490534897495/?type=3,1/12/2016 5:30,17,2,0,,
278833668796523_1084414774905071,,Acer India's cover photo,photo,https://www.facebook.com/acerindia/photos/a.381566755189880.98096.278833668796523/1084414734905075/?type=3,1/12/2016 1:16,24,2,0,,
278833668796523_1084402784906270,"Be the star in your circle by simply sharing your battery with others! The Acer Liquid Z630S has a Micro USB Charging port that lets you charge other phones and can also be used to share media. Available for just Rs.10,999/- only Flipkart http://bit.ly/1kUxqze",Timeline Photos,photo,https://www.facebook.com/acerindia/photos/a.281637335182823.79672.278833668796523/1084402784906270/?type=3,1/12/2016 0:36,17,1,0,,
278833668796523_1083896848290197,"With superb design and build, Acer Aspire V Nitro is a leap ahead in gaming laptops. Go #OhTeri over its Full HD screen, Nvidia graphics and great sound! Get it here http://bit.ly/1Rjqeqo",Timeline Photos,photo,https://www.facebook.com/acerindia/photos/a.281637335182823.79672.278833668796523/1083896848290197/?type=3,1/11/2016 5:34,16,1,0,,
278833668796523_1083182008361681,Go #OhTeri over Acer Aspire Switch 10E’s epic offers and for its stunning technology! Get it at http://bit.ly/1Rjqeqo,Timeline Photos,photo,https://www.facebook.com/acerindia/photos/a.281637335182823.79672.278833668796523/1083182008361681/?type=3,1/10/2016 5:30,13,1,0,,
278833668796523_1083147588365123,"Acer aspire switch 10 E,brand new box piece defected,purchac 2 piece from Croma store both are defected.when complained to customer care ,they refused to provide onsite warranty.whereas company policy is if product found defected in with in 7 days of purchased company replaced the product.so think before buy this product ,sply warranty status.",,status,,1/10/2016 3:11,0,0,0,,
278833668796523_1082572531755962,The Aspire V Nitro values your time and works faster with Intel® Core™ processors. Also its 3.0 USB port allows for faster transfers in a flash! Go #OhTeri at http://bit.ly/1Rjqeqo,Timeline Photos,photo,https://www.facebook.com/acerindia/photos/a.281637335182823.79672.278833668796523/1082572531755962/?type=3,1/9/2016 5:30,27,2,1,,
278833668796523_1008700765862998,"don't purchase acer aspire switch 10 E,lot of battery problems, company mentioned 12 hours backup but it gives maximum 4.5 hours backup.I had purchase my laptop on 2/1/16,when I complained, company refused to provide me onsite warranty.",,photo,https://www.facebook.com/photo.php?fbid=1008700765862998&set=o.278833668796523&type=3,1/8/2016 22:07,0,0,0,,
278833668796523_1082348601778355,OH TERI acer aspire switch 10 E  brand new box pack defected 2 in 1 laptop.purchased 2 laptops both are defected.when complained company refused to provide onsite warranty.,,status,,1/8/2016 21:26,0,0,0,,
278833668796523_1081998385146710,acer aspire switch 10 E  brand new box pack defected 2 in 1 laptop.purchased 2 laptops both are defected.when complained company refused to provide onsite warranty.,,status,,1/8/2016 7:50,0,0,0,,
278833668796523_1081953701817845,"Aspire V Nitro is now easier to acquire. With attractive EMI options available, you can get your hands on an this gaming notebook starting as low as Rs. 2499/- #OhTeri, get it today at http://bit.ly/1Rjqeqo",Timeline Photos,photo,https://www.facebook.com/acerindia/photos/a.281637335182823.79672.278833668796523/1081953701817845/?type=3,1/8/2016 5:38,24,3,3,,
278833668796523_1081396481873567,"Aspire R11 is power-packed with TrueHarmony, Full HD display, and BlueLight Shield is the perfect style accessory to take to work! Go #OhTeri and grab it at http://bit.ly/1Rjqeqo",Timeline Photos,photo,https://www.facebook.com/acerindia/photos/a.281637335182823.79672.278833668796523/1081396481873567/?type=3,1/7/2016 7:43,19,3,1,,
278833668796523_1081271215219427,"A slender body, metallic frame and hairline brush on the rear makes the Acer Liquid Z630S a fashionable piece of technology that boasts of its durability! Available for just Rs.10,999/-only on Flipkart http://bit.ly/1kUxqze",Timeline Photos,photo,https://www.facebook.com/acerindia/photos/a.281637335182823.79672.278833668796523/1081271215219427/?type=3,1/7/2016 0:30,12,3,1,,
278833668796523_1080825001930715,"The #OhTeri offers will blow you away! Get an assured gift of Unistall Antivirus pack, extended warranty and JBL Go Bluetooth speakers free with your Aspire E5 notebook on Intel® Core™ processors! Get it all at http://bit.ly/1Rjqeqo",Timeline Photos,photo,https://www.facebook.com/acerindia/photos/a.281637335182823.79672.278833668796523/1080825001930715/?type=3,1/6/2016 5:30,11,5,1,,
278833668796523_1080786118601270,Never buy acer products. Worst after sale service. They pay no heed to your complaints.,,status,,1/6/2016 4:10,0,1,0,,
278833668796523_1080731408606741,"Acer’s Liquid Z630S is all about making new friends! With the Micro USB charging port you can now charge other phones and can also plug in a USB flash drive for sharing media. Available for just Rs.10,999/-only on Flipkart http://bit.ly/1kUxqze",Timeline Photos,photo,https://www.facebook.com/acerindia/photos/a.281637335182823.79672.278833668796523/1080731408606741/?type=3,1/6/2016 1:26,24,3,1,,
